,image,label
90,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000111.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000111.png
91,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000112.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000112.png
92,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000113.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000113.png
93,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000114.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000114.png
94,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000115.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000115.png
95,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000116.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000116.png
96,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000117.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000117.png
97,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000118.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000118.png
98,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000119.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000119.png
99,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000120.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000120.png
100,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000121.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000121.png
101,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000122.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000122.png
102,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000123.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000123.png
103,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000124.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000124.png
104,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000125.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000125.png
105,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000126.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000126.png
106,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000127.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000127.png
107,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000128.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000128.png
108,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000129.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000129.png
109,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000130.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000130.png
110,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000131.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000131.png
111,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000132.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000132.png
112,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000133.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000133.png
113,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000134.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000134.png
114,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000135.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000135.png
115,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000136.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000136.png
116,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000137.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000137.png
117,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000138.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000138.png
118,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000139.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000139.png
119,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000140.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000140.png
120,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000141.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000141.png
121,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000142.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000142.png
122,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000143.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000143.png
123,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000144.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000144.png
124,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000145.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000145.png
125,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000146.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000146.png
126,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000147.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000147.png
127,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000148.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000148.png
128,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000149.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000149.png
129,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000150.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000150.png
130,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000151.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000151.png
131,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000152.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000152.png
132,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000153.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000153.png
133,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000154.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000154.png
134,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000155.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000155.png
135,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000156.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000156.png
136,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000157.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000157.png
137,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000158.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000158.png
138,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000159.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000159.png
139,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000160.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000160.png
140,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000161.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000161.png
141,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000162.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000162.png
142,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000163.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000163.png
143,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000164.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000164.png
144,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000165.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000165.png
145,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000166.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000166.png
146,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000167.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000167.png
147,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000168.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000168.png
148,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000169.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000169.png
149,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000170.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000170.png
150,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000171.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000171.png
151,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000172.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000172.png
152,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000173.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000173.png
153,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000174.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000174.png
154,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000175.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000175.png
155,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000176.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000176.png
156,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000177.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000177.png
157,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000178.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000178.png
158,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000179.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000179.png
159,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000180.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000180.png
160,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000181.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000181.png
161,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000182.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000182.png
162,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000183.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000183.png
163,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000184.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000184.png
164,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000185.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000185.png
165,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000186.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000186.png
166,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000187.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000187.png
167,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000188.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000188.png
168,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000189.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000189.png
169,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000190.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000190.png
170,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000191.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000191.png
171,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000192.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000192.png
172,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000193.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000193.png
173,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000194.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000194.png
174,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000195.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000195.png
175,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000196.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000196.png
176,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000197.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000197.png
177,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000198.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000198.png
178,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000199.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000199.png
179,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000200.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000200.png
180,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000201.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000201.png
181,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000202.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000202.png
182,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000203.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000203.png
183,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000204.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000204.png
184,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000205.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000205.png
185,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000206.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000206.png
186,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000207.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000207.png
187,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000208.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000208.png
188,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000209.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000209.png
189,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000210.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000210.png
190,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000211.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000211.png
191,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000212.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000212.png
192,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000213.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000213.png
193,train/input/AFAwNiInclusionsAndFilledDefects_pair_1_000214.png,train/class_2/AFAwNiInclusionsAndFilledDefects_pair_1_000214.png
